Simulated Composition,Energy above convex hull (meV/atom)
"Sr8Mn2V6O24
",99.8669764304
"Sr8Mn4V4O24
",107.860026374
"Sr8V7Mo1O24
",111.369551266
"Sr8V6Mo2O24
",192.009283406
"Sr8V4Mo4O24
",341.670362
"Sr8Nb1V7O24
",10.4314375689
"Sr8Nb2V6O24
",0.0
"Sr8Nb4V4O24
",0.0
"Sr8V7Ni1O24
",109.972952484
"Sr8V6Ni2O24
",143.739983969
"Sr8V4Ni4O24
",161.966268358
"Sr8V7Os1O24
",87.0884028594
"Sr8V6Os2O24
",101.020673844
"Sr8V4Os4O24
",94.3179777045
"Sr8V7Pd1O24
",132.019981484
"Sr8V6Pd2O24
",182.417159594
"Sr8V4Pd4O24
",179.369513621
"Sr8V7Pt1O24
",129.167628484
"Sr8V6Pt2O24
",178.944559094
"Sr8V4Pt4O24
",182.449930039
"Sr8V7Re1O24
",38.749668158
"Sr8V6Re2O24
",38.1360533299
"Sr8V4Re4O24
",35.0703869833
"Sr8V7Rh1O24
",95.5308332344
"Sr8V6Rh2O24
",123.689710284
"Sr8V4Rh4O24
",110.110223375
"Sr8V7Ru1O24
",84.5812328594
"Sr8V6Ru2O24
",97.2556960313
"Sr8V4Ru4O24
",90.435045
"Sr8Sc1V7O24
",0.0
"Sr8Sc2V6O24
",0.0
"Sr8Sc4V4O24
",0.0
"Sr8V7Si1O24
",62.0947510267
"Sr8V6Si2O24
",98.2564415885
"Sr8V4Si4O24
",155.909864281
"Sr8V7Sn1O24
",49.5323893594
"Sr8V6Sn2O24
",66.2624423437
"Sr8V4Sn4O24
",82.91347525
"Sr8Ta1V7O24
",6.9223966347
"Sr8Ta2V6O24
",0.0
"Sr8Ta4V4O24
",0.0
"Sr8Ti1V7O24
",0.0
"Sr8Ti2V6O24
",0.0
"Sr8Ti4V4O24
",0.0
"Sr8Y1V7O24
",64.1409236857
"Sr8Y2V6O24
",93.8423028603
"Sr8Y4V4O24
",112.1749515
"Sr8V7Zn1O24
",71.888596023
"Sr8V6Zn2O24
",124.759380625
"Sr8V4Zn4O24
",198.105435858
"Sr8Zr1V7O24
",24.1527620726
"Sr8Zr2V6O24
",21.5058664908
"Sr8Zr4V4O24
",4.7555753272
"Sr8V8O24
",17.8464076544
"Ba2Y6Co8O24
",113.483054382
"Ba4Y4Co8O24
",136.252989858
"Ca2Y6Co8O24
",62.3247673342
"Ca4Y4Co8O24
",93.7906657631
"Dy2Y6Co8O24
",49.2192869886
"Dy4Y4Co8O24
",56.3388158052
"Gd2Y6Co8O24
",0.0
"Gd4Y4Co8O24
",0.0
"Y6Ho2Co8O24
",56.3192893526
"Y4Ho4Co8O24
",59.2192098
"Nd2Y6Co8O24
",54.1514922177
"Nd4Y4Co8O24
",45.4043655302
"Sm2Y6Co8O24
",53.285630874
"Sm4Y4Co8O24
",49.4793928427
"Sr2Y6Co8O24
",72.6725203579
"Sr4Y4Co8O24
",100.47292181
"Y8Cr1Co7O24
",73.2347672296
"Y8Cr2Co6O24
",62.4481655539
"Y8Cr4Co4O24
",34.2214622026
"Y8Fe1Co7O24
",160.334632542
"Y8Fe2Co6O24
",121.974896179
"Y8Fe4Co4O24
",28.3696734526
"Y8Mg1Co7O24
",0.0
"Y8Mg2Co6O24
",0.0
"Y8Mg4Co4O24
",0.0
"Y8Mn1Co7O24
",74.3588962714
"Y8Mn2Co6O24
",39.7951736375
"Y8Mn4Co4O24
",0.0
"Y8Co7Ni1O24
",51.9157130065
"Y8Co6Ni2O24
",61.5578071079
"Y8Co8O24
",48.7758689052
"Ba2Y6Cr8O24
",101.755733
"Ba4Y4Cr8O24
",160.8491605
"Ca2Y6Cr8O24
",43.4643305539
"Ca4Y4Cr8O24
",63.9648556079
"Dy2Y6Cr8O24
",21.353923875
"Dy4Y4Cr8O24
",28.48129225
"Gd2Y6Cr8O24
",0.0
"Gd4Y4Cr8O24
",0.0
"Y6Ho2Cr8O24
",21.28138975
"Y4Ho4Cr8O24
",28.314724
"Nd2Y6Cr8O24
",26.35395975
"Nd4Y4Cr8O24
",33.885364
"Sm2Y6Cr8O24
",9.3192484688
"Sm4Y4Cr8O24
",2.5504414375
"Sr2Y6Cr8O24
",61.119531625
"Sr4Y4Cr8O24
",93.06800775
"Y8Cr7Co1O24
",21.5324071757
"Y8Cr6Co2O24
",28.6637588513
"Y8Cr7Fe1O24
",12.4011708125
"Y8Cr6Fe2O24
",11.017786125
"Y8Cr4Fe4O24
",7.99376675
"Y8Mg1Cr7O24
",0.0
"Y8Mg2Cr6O24
",0.0
"Y8Mg4Cr4O24
",0.0
"Y8Mn1Cr7O24
",23.5812529198
"Y8Mn2Cr6O24
",32.3684503397
"Y8Cr7Ni1O24
",28.407001277
"Y8Cr6Ni2O24
",37.3769470539
"Y8Cr8O24
",14.2008055
"Ba2Y6Fe8O24
",84.7289651789
"Ba4Y4Fe8O24
",120.026452358
"Ca2Y6Fe8O24
",45.6348093039
"Ca4Y4Fe8O24
",74.8181406079
"Dy2Y6Fe8O24
",27.129298625
"Dy4Y4Fe8O24
",34.10036925
"Gd2Y6Fe8O24
",0.0
"Gd4Y4Fe8O24
",0.0
"Y6Ho2Fe8O24
",27.119653875
"Y4Ho4Fe8O24
",34.01532975
"Nd2Y6Fe8O24
",31.763370625
"Nd4Y4Fe8O24
",38.65176325
"Sm2Y6Fe8O24
",29.915706625
"Sm4Y4Fe8O24
",37.78468525
"Sr2Y6Fe8O24
",49.2018258039
"Sr4Y4Fe8O24
",70.7659236079
"Y8Fe7Co1O24
",27.7992143632
"Y8Fe6Co2O24
",29.9034507263
"Y8Cr1Fe7O24
",17.2121126875
"Y8Cr2Fe6O24
",14.178747375
"Y8Mg1Fe7O24
",0.0
"Y8Mg2Fe6O24
",0.0
"Y8Mg4Fe4O24
",0.0
"Y8Mn1Fe7O24
",26.7038101073
"Y8Mn2Fe6O24
",33.7558922147
"Y8Fe7Ni1O24
",37.4680233395
"Y8Fe6Ni2O24
",58.1498186789
"Y8Fe8O24
",20.138728
"Ba2Y6Ga8O24
",184.387404762
"Ba4Y4Ga8O24
",267.854425525
"Ca2Y6Ga8O24
",139.06215854
"Ca4Y4Ga8O24
",207.75718308
"Dy2Y6Ga8O24
",75.6574945
"Dy4Y4Ga8O24
",81.726855
"Gd2Y6Ga8O24
",72.650127375
"Gd4Y4Ga8O24
",75.14562075
"Y6Ho2Ga8O24
",76.5032664308
"Y4Ho4Ga8O24
",82.99657195
"Nd2Y6Ga8O24
",76.8437187083
"Nd4Y4Ga8O24
",79.0798034167
"Sm2Y6Ga8O24
",77.2377140833
"Sm4Y4Ga8O24
",82.9015441667
"Sr2Y6Ga8O24
",152.154945491
"Sr4Y4Ga8O24
",221.768006983
"Y8Ga7Co1O24
",68.9710696132
"Y8Ga6Co2O24
",69.8177552263
"Y8Ga4Co4O24
",67.4148764526
"Y8Cr1Ga7O24
",62.3324679375
"Y8Cr2Ga6O24
",55.140801875
"Y8Cr4Ga4O24
",40.70021975
"Y8Ga7Fe1O24
",60.54108325
"Y8Ga6Fe2O24
",52.2740325
"Y8Ga4Fe4O24
",36.096681
"Y8Mg1Ga7O24
",91.6707429645
"Y8Mg2Ga6O24
",116.752351929
"Y8Mg4Ga4O24
",166.797819858
"Y8Mn1Ga7O24
",70.4541653573
"Y8Mn2Ga6O24
",70.5986967147
"Y8Mn4Ga4O24
",65.5202594293
"Y8Ga7Ni1O24
",82.2454137145
"Y8Ga6Ni2O24
",97.2311934289
"Y8Ga4Ni4O24
",121.693502858
"Y8Ga8O24
",69.473884
"Ba2Y6Mn8O24
",91.1059876087
"Ca2Y6Mn8O24
",38.1925113587
"Ca4Y4Mn8O24
",39.1108878587
"Dy2Y6Mn8O24
",45.499570942
"Dy4Y4Mn8O24
",52.1415070253
"Gd2Y6Mn8O24
",0.0
"Gd4Y4Mn8O24
",0.0
"Y6Ho2Mn8O24
",46.950750442
"Y4Ho4Mn8O24
",55.0886160253
"Nd2Y6Mn8O24
",43.821956692
"Nd4Y4Mn8O24
",45.0377785253
"Sm2Y6Mn8O24
",42.385498067
"Sm4Y4Mn8O24
",44.4093612753
"Sr2Y6Mn8O24
",48.240040192
"Sr4Y4Mn8O24
",52.5504455253
"Y8Mn7Co1O24
",38.1742435291
"Y8Mn6Co2O24
",33.9806021996
"Y8Mn7Cr1O24
",40.8206874388
"Y8Mn6Cr2O24
",43.945490019
"Y8Mn4Cr4O24
",46.0103451793
"Y8Mn7Fe1O24
",38.3815527513
"Y8Mn6Fe2O24
",39.127470644
"Y8Mn4Fe4O24
",40.2393064293
"Y8Mg1Mn7O24
",0.0
"Y8Mg2Mn6O24
",0.0
"Y8Mg4Mn4O24
",0.0
"Y8Mn7Ni1O24
",56.665649793
"Y8Mn6Ni2O24
",103.731414727
"Y8Mn8O24
",38.8036348587
"Ba2Y6Ni8O24
",152.57088652
"Ba4Y4Ni8O24
",190.870878449
"Ca2Y6Ni8O24
",123.849520145
"Ca4Y4Ni8O24
",166.347668574
"Dy2Y6Ni8O24
",86.115789799
"Dy4Y4Ni8O24
",84.2613186157
"Gd2Y6Ni8O24
",0.0
"Gd4Y4Ni8O24
",0.0
"Y6Ho2Ni8O24
",87.2670421631
"Y4Ho4Ni8O24
",86.5192126105
"Nd2Y6Ni8O24
",82.6202450282
"Nd4Y4Ni8O24
",73.3023683407
"Sm2Y6Ni8O24
",82.5826336845
"Sm4Y4Ni8O24
",75.6793956532
"Sr2Y6Ni8O24
",123.233184145
"Sr4Y4Ni8O24
",157.611746574
"Y8Co1Ni7O24
",70.9430276144
"Y8Co2Ni6O24
",53.3006835131
"Y8Co4Ni4O24
",17.7019953105
"Y8Cr1Ni7O24
",67.6609259387
"Y8Cr2Ni6O24
",71.7619801618
"Y8Cr4Ni4O24
",37.6093386079
"Y8Fe1Ni7O24
",110.664773689
"Y8Fe2Ni6O24
",105.624925662
"Y8Fe4Ni4O24
",36.2234796079
"Y8Mg1Ni7O24
",0.0
"Y8Mg2Ni6O24
",0.0
"Y8Mg4Ni4O24
",0.0
"Y8Mn1Ni7O24
",90.1656399358
"Y8Mn2Ni6O24
",31.5229081559
"Y8Mn4Ni4O24
",0.0
"Y8Ni8O24
",87.8388717157
"Ba2Y6Sc8O24
",94.6025620331
"Ba4Y4Sc8O24
",126.616163691
"Ca2Y6Sc8O24
",84.8759223664
"Ca4Y4Sc8O24
",142.323884358
"Dy2Y6Sc8O24
",34.8683784583
"Dy4Y4Sc8O24
",41.137907275
"Gd2Y6Sc8O24
",28.0724115312
"Gd4Y4Sc8O24
",27.2516126875
"Y6Ho2Sc8O24
",37.4352793437
"Y4Ho4Sc8O24
",46.3580983125
"Nd2Y6Sc8O24
",31.5042600312
"Nd4Y4Sc8O24
",30.7458096875
"Sm2Y6Sc8O24
",30.5960387812
"Sm4Y4Sc8O24
",31.2618671875
"Sr2Y6Sc8O24
",80.1722752414
"Sr4Y4Sc8O24
",120.865840108
"Y8Sc7Co1O24
",37.4221989413
"Y8Sc6Co2O24
",45.9371875076
"Y8Sc4Co4O24
",57.8409146401
"Y8Sc7Cr1O24
",29.3690972656
"Y8Sc6Cr2O24
",29.2307341562
"Y8Sc4Cr4O24
",24.5125079375
"Y8Sc7Fe1O24
",27.1567125781
"Y8Sc6Fe2O24
",25.9562147812
"Y8Sc4Fe4O24
",20.7374691875
"Y8Mg1Sc7O24
",59.0626222926
"Y8Mg2Sc6O24
",94.0057842102
"Y8Mg4Sc4O24
",160.395108045
"Y8Sc7Mn1O24
",36.6110446855
"Y8Sc6Mn2O24
",42.6966289959
"Y8Sc4Mn4O24
",46.7667976168
"Y8Sc7Ni1O24
",54.0260430426
"Y8Sc6Ni2O24
",80.1561257102
"Y8Sc4Ni4O24
",120.061041045
"Y8Sc8O24
",28.416710375
"Ba2Y6Ti8O24
",66.501248625
"Ba4Y4Ti8O24
",70.04323975
"Ca2Y6Ti8O24
",17.0003038125
"Ca4Y4Ti8O24
",0.0
"Dy2Y6Ti8O24
",45.407611625
"Dy4Y4Ti8O24
",51.90442725
"Gd2Y6Ti8O24
",38.778547375
"Gd4Y4Ti8O24
",35.37179875
"Y6Ho2Ti8O24
",53.686253625
"Y4Ho4Ti8O24
",52.42546125
"Nd2Y6Ti8O24
",45.062381625
"Nd4Y4Ti8O24
",46.69821725
"Sm2Y6Ti8O24
",45.3272820625
"Sm4Y4Ti8O24
",50.027518125
"Sr2Y6Ti8O24
",33.46241925
"Sr4Y4Ti8O24
",22.8817925
"Y8Ti7Co1O24
",89.71351025
"Y8Ti6Co2O24
",125.245006875
"Y8Ti4Co4O24
",7.0009685
"Y8Ti7Cr1O24
",78.06700275
"Y8Ti6Cr2O24
",92.808241625
"Y8Ti4Cr4O24
",54.3341091667
"Y8Ti7Fe1O24
",77.68295
"Y8Ti6Fe2O24
",99.023686125
"Y8Ti4Fe4O24
",13.4709235
"Y8Mg1Ti7O24
",27.90730325
"Y8Mg2Ti6O24
",19.9708105
"Y8Mg4Ti4O24
",5.974325
"Y8Ti7Mn1O24
",65.7797960302
"Y8Ti6Mn2O24
",78.303986056
"Y8Ti4Mn4O24
",25.115635096
"Y8Ti7Ni1O24
",121.777150396
"Y8Ti6Ni2O24
",173.113038125
"Y8Ti4Ni4O24
",21.912008
"Y8Ti8O24
",38.754046
"Ba2Y6V8O24
",33.004800495
"Ba4Y4V8O24
",71.75494749
"Ca2Y6V8O24
",0.0
"Ca4Y4V8O24
",0.0
"Dy2Y6V8O24
",0.0
"Dy4Y4V8O24
",0.0
"Gd2Y6V8O24
",0.0
"Gd4Y4V8O24
",0.0
"Y6Ho2V8O24
",0.0
"Y4Ho4V8O24
",0.0
"Nd2Y6V8O24
",0.0
"Nd4Y4V8O24
",0.0
"Sm2Y6V8O24
",0.0
"Sm4Y4V8O24
",0.0
"Sr2Y6V8O24
",0.0
"Sr4Y4V8O24
",0.0
"Y8V7Co1O24
",1.5885125938
"Y8V6Co2O24
",8.6688716875
"Y8V4Co4O24
",289.029515
"Y8V7Cr1O24
",0.0
"Y8V6Cr2O24
",0.0
"Y8V4Cr4O24
",0.0
"Y8V7Fe1O24
",0.0
"Y8V6Fe2O24
",28.8957797708
"Y8V4Fe4O24
",0.0
"Y8Mg1V7O24
",0.0
"Y8Mg2V6O24
",0.0
"Y8Mg4V4O24
",0.0
"Y8Mn1V7O24
",36.5545469302
"Y8Mn2V6O24
",33.5261903605
"Y8Mn4V4O24
",19.410199346
"Y8V7Ni1O24
",0.0
"Y8V6Ni2O24
",47.2079029375
"Y8V4Ni4O24
",23.809066
"Y8V8O24
",0.0
