composition,energy,atoms,e_per_atom,oxides,oxide_e_per_atom,e_per_atom-sum(oxide_e_per_atom)
Pr4Sr4Fe8O24,-275.93402,40.0,-6.898350499999999,"['Pr-O', 'Sr-O', 'Fe-O']",-20.973047422,14.074696922000001
Pr8Co1Fe7O24,-296.81717,40.0,-7.42042925,"['Pr-O', 'Co-O', 'Fe-O']",-21.000957536999998,13.580528286999998
Pr8Co2Fe6O24,-294.76855,40.0,-7.36921375,"['Pr-O', 'Co-O', 'Fe-O']",-21.000957536999998,13.631743786999998
Pr8Co4Fe4O24,-290.50176,40.0,-7.262544,"['Pr-O', 'Co-O', 'Fe-O']",-21.000957536999998,13.738413536999998
Pr8Cr1Fe7O24,-302.14202,40.0,-7.5535505,"['Pr-O', 'Cr-O', 'Fe-O']",-22.859743570999996,15.306193070999996
Pr8Cr2Fe6O24,-305.47472,40.0,-7.636868,"['Pr-O', 'Cr-O', 'Fe-O']",-22.859743570999996,15.222875570999996
Pr8Cr4Fe4O24,-312.14311,40.0,-7.80357775,"['Pr-O', 'Cr-O', 'Fe-O']",-22.859743570999996,15.056165820999997
Pr8Mg1Fe7O24,-312.52457,40.0,-7.81311425,"['Pr-O', 'Mg-O', 'Fe-O']",-20.904764967,13.091650716999998
Pr8Mg2Fe6O24,-308.34549,40.0,-7.70863725,"['Pr-O', 'Mg-O', 'Fe-O']",-20.904764967,13.196127717
Pr8Mg4Fe4O24,-300.65854,40.0,-7.5164635,"['Pr-O', 'Mg-O', 'Fe-O']",-20.904764967,13.388301466999998
Pr8Mn1Fe7O24,-300.85804,40.0,-7.521451000000001,"['Pr-O', 'Mn-O', 'Fe-O']",-22.777012692,15.255561691999999
Pr8Mn2Fe6O24,-302.93508,40.0,-7.573377000000001,"['Pr-O', 'Mn-O', 'Fe-O']",-22.777012692,15.203635691999999
Pr8Mn4Fe4O24,-307.26824,40.0,-7.681706,"['Pr-O', 'Mn-O', 'Fe-O']",-22.777012692,15.095306692
Pr8Ni1Fe7O24,-294.11236,40.0,-7.352809000000001,"['Pr-O', 'Ni-O', 'Fe-O']",-19.778168381999997,12.425359381999996
Pr8Ni2Fe6O24,-289.27436,40.0,-7.231859,"['Pr-O', 'Ni-O', 'Fe-O']",-19.778168381999997,12.546309381999997
Pr8Ni4Fe4O24,-279.49107,40.0,-6.9872767499999995,"['Pr-O', 'Ni-O', 'Fe-O']",-19.778168381999997,12.790891631999997
Pr8Fe8O24,-298.80909,40.0,-7.470227250000001,"['Pr-O', 'Fe-O']",-14.920744202,7.450516951999999
Pr6O24Ba2Ga8,-270.75342,40.0,-6.7688355,"['Pr-O', 'Ba-O', 'Ga-O']",-20.153175472,13.384339972000001
Pr4O24Ba4Ga8,-257.24415,40.0,-6.43110375,"['Pr-O', 'Ba-O', 'Ga-O']",-20.153175472,13.722071722
Pr6Ca2O24Ga8,-272.22513,40.0,-6.80562825,"['Pr-O', 'Ca-O', 'Ga-O']",-20.678844537,13.873216287
Pr4Ca4O24Ga8,-259.86694,40.0,-6.4966735,"['Pr-O', 'Ca-O', 'Ga-O']",-20.678844537,14.182171037
Pr6O24Ga8Dy2,-284.82246,40.0,-7.120561499999999,"['Pr-O', 'Ga-O', 'Dy-O']",-22.648487396999997,15.527925896999998
Pr4O24Ga8Dy4,-285.39736,40.0,-7.134933999999999,"['Pr-O', 'Ga-O', 'Dy-O']",-22.648487396999997,15.513553396999997
Pr6Gd2O24Ga8,-303.5127,40.0,-7.5878175,"['Pr-O', 'Gd-O', 'Ga-O']",-26.32412418,18.73630668
Pr4Gd4O24Ga8,-322.62894,40.0,-8.0657235,"['Pr-O', 'Gd-O', 'Ga-O']",-26.32412418,18.258400679999998
Pr6O24Ho2Ga8,-284.77851,40.0,-7.119462749999999,"['Pr-O', 'Ho-O', 'Ga-O']",-22.662791337499996,15.543328587499996
Pr4O24Ho4Ga8,-285.3705,40.0,-7.1342625,"['Pr-O', 'Ho-O', 'Ga-O']",-22.662791337499996,15.528528837499996
Pr6Nd2O24Ga8,-284.65149,40.0,-7.116287250000001,"['Pr-O', 'Nd-O', 'Ga-O']",-22.4848999315,15.368612681499998
Pr4Nd4O24Ga8,-284.7881,40.0,-7.1197025,"['Pr-O', 'Nd-O', 'Ga-O']",-22.4848999315,15.3651974315
Pr6O24Ga8Sm2,-284.73466,40.0,-7.1183665000000005,"['Pr-O', 'Ga-O', 'Sm-O']",-22.545487040749997,15.427120540749996
Pr4O24Ga8Sm4,-285.00855,40.0,-7.12521375,"['Pr-O', 'Ga-O', 'Sm-O']",-22.545487040749997,15.420273290749996
Pr6Sr2O24Ga8,-271.44693,40.0,-6.78617325,"['Pr-O', 'Sr-O', 'Ga-O']",-20.291906176999998,13.505732926999997
Pr4Sr4O24Ga8,-258.41665,40.0,-6.46041625,"['Pr-O', 'Sr-O', 'Ga-O']",-20.291906176999998,13.831489926999998
Pr8Co1O24Ga7,-284.37023,40.0,-7.10925575,"['Pr-O', 'Co-O', 'Ga-O']",-20.319816292,13.210560542
Pr8Co2O24Ga6,-284.22865,40.0,-7.10571625,"['Pr-O', 'Co-O', 'Ga-O']",-20.319816292,13.214100041999998
Pr8Co4O24Ga4,-283.96473,40.0,-7.099118249999999,"['Pr-O', 'Co-O', 'Ga-O']",-20.319816292,13.220698041999999
Pr8Cr1O24Ga7,-289.5324,40.0,-7.23831,"['Pr-O', 'Cr-O', 'Ga-O']",-22.178602325999996,14.940292325999996
Pr8Cr2O24Ga6,-294.53378,40.0,-7.363344499999999,"['Pr-O', 'Cr-O', 'Ga-O']",-22.178602325999996,14.815257825999996
Pr8Cr4O24Ga4,-304.52403,40.0,-7.613100749999999,"['Pr-O', 'Cr-O', 'Ga-O']",-22.178602325999996,14.565501575999997
Pr8O24Fe1Ga7,-286.44523,40.0,-7.16113075,"['Pr-O', 'Fe-O', 'Ga-O']",-20.956443184,13.795312434000001
Pr8O24Fe2Ga6,-288.32837,40.0,-7.20820925,"['Pr-O', 'Fe-O', 'Ga-O']",-20.956443184,13.748233934000002
Pr8O24Fe4Ga4,-292.06776,40.0,-7.301694,"['Pr-O', 'Fe-O', 'Ga-O']",-20.956443184,13.654749184
Pr8Mg1O24Ga7,-283.20625,40.0,-7.08015625,"['Pr-O', 'Mg-O', 'Ga-O']",-20.223623722,13.143467472
Pr8Mg2O24Ga6,-281.76197,40.0,-7.0440492500000005,"['Pr-O', 'Mg-O', 'Ga-O']",-20.223623722,13.179574471999999
Pr8Mg4O24Ga4,-278.86088,40.0,-6.971522,"['Pr-O', 'Mg-O', 'Ga-O']",-20.223623722,13.252101721999999
Pr8Mn1O24Ga7,-288.30278,40.0,-7.2075695,"['Pr-O', 'Mn-O', 'Ga-O']",-22.095871447,14.888301947
Pr8Mn2O24Ga6,-292.08702,40.0,-7.3021755,"['Pr-O', 'Mn-O', 'Ga-O']",-22.095871447,14.793695947
Pr8Mn4O24Ga4,-299.99734,40.0,-7.4999335,"['Pr-O', 'Mn-O', 'Ga-O']",-22.095871447,14.595937947
Pr8Ni1O24Ga7,-281.15475,40.0,-7.028868749999999,"['Pr-O', 'Ni-O', 'Ga-O']",-19.097027136999998,12.068158386999999
Pr8Ni2O24Ga6,-277.7425,40.0,-6.9435625000000005,"['Pr-O', 'Ni-O', 'Ga-O']",-19.097027136999998,12.153464636999997
Pr8Ni4O24Ga4,-270.93537,40.0,-6.773384249999999,"['Pr-O', 'Ni-O', 'Ga-O']",-19.097027136999998,12.323642886999998
Pr8O24Ga8,-284.53042,40.0,-7.1132605,"['Pr-O', 'Ga-O']",-14.239602956999999,7.126342456999999
Pr6Mn8Ba2O24,-305.55245,40.0,-7.638811250000001,"['Pr-O', 'Mn-O', 'Ba-O']",-21.97374498,14.33493373
Pr4Mn8Ba4O24,-293.61108,40.0,-7.340277,"['Pr-O', 'Mn-O', 'Ba-O']",-21.97374498,14.633467979999999
Pr6Ca2Mn8O24,-307.09873,40.0,-7.6774682499999995,"['Pr-O', 'Ca-O', 'Mn-O']",-22.499414045,14.821945795000001
Pr4Ca4Mn8O24,-297.2591,40.0,-7.4314775,"['Pr-O', 'Ca-O', 'Mn-O']",-22.499414045,15.067936545000002
Pr6Mn8O24Dy2,-316.87507,40.0,-7.92187675,"['Pr-O', 'Mn-O', 'Dy-O']",-24.469056905000002,16.547180155000003
Pr4Mn8O24Dy4,-317.41856,40.0,-7.9354640000000005,"['Pr-O', 'Mn-O', 'Dy-O']",-24.469056905000002,16.533592905000003
Pr6Gd2O24Mn8,-350.71865,40.0,-8.76796625,"['Pr-O', 'Gd-O', 'Mn-O']",-28.144693687999997,19.376727437999996
Pr4Gd4O24Mn8,-369.66035,40.0,-9.24150875,"['Pr-O', 'Gd-O', 'Mn-O']",-28.144693687999997,18.903184937999995
Pr6Mn8Ho2O24,-316.8311,40.0,-7.9207775,"['Pr-O', 'Mn-O', 'Ho-O']",-24.483360845500002,16.562583345500002
Pr4Mn8Ho4O24,-317.38,40.0,-7.9345,"['Pr-O', 'Mn-O', 'Ho-O']",-24.483360845500002,16.548860845500002
Pr6Mn8Nd2O24,-316.68207,40.0,-7.917051750000001,"['Pr-O', 'Mn-O', 'Nd-O']",-24.3054694395,16.388417689500002
Pr4Mn8Nd4O24,-316.82094,40.0,-7.9205235,"['Pr-O', 'Mn-O', 'Nd-O']",-24.3054694395,16.3849459395
Pr6Mn8O24Sm2,-316.77556,40.0,-7.919389,"['Pr-O', 'Mn-O', 'Sm-O']",-24.366056548750002,16.446667548750003
Pr4Mn8O24Sm4,-317.05274,40.0,-7.926318499999999,"['Pr-O', 'Mn-O', 'Sm-O']",-24.366056548750002,16.43973804875
Pr6Sr2Mn8O24,-306.31936,40.0,-7.657984000000001,"['Pr-O', 'Sr-O', 'Mn-O']",-22.112475685,14.454491684999999
Pr4Sr4Mn8O24,-295.41934,40.0,-7.385483499999999,"['Pr-O', 'Sr-O', 'Mn-O']",-22.112475685,14.726992185
Pr8Mn7Co1O24,-312.32325,40.0,-7.808081249999999,"['Pr-O', 'Mn-O', 'Co-O']",-22.1403858,14.332304550000002
Pr8Mn6Co2O24,-308.01973,40.0,-7.700493249999999,"['Pr-O', 'Mn-O', 'Co-O']",-22.1403858,14.439892550000001
Pr8Mn4Co4O24,-301.72697,40.0,-7.54317425,"['Pr-O', 'Mn-O', 'Co-O']",-22.1403858,14.59721155
Pr8Cr1Mn7O24,-317.34115,40.0,-7.933528750000001,"['Pr-O', 'Cr-O', 'Mn-O']",-23.999171833999995,16.065643083999994
Pr8Cr2Mn6O24,-318.04942,40.0,-7.9512355,"['Pr-O', 'Cr-O', 'Mn-O']",-23.999171833999995,16.047936333999996
Pr8Cr4Mn4O24,-319.62691,40.0,-7.99067275,"['Pr-O', 'Cr-O', 'Mn-O']",-23.999171833999995,16.008499083999993
Pr8Mn7Fe1O24,-314.29751,40.0,-7.85743775,"['Pr-O', 'Mn-O', 'Fe-O']",-22.777012692,14.919574942
Pr8Mn6Fe2O24,-311.96397,40.0,-7.79909925,"['Pr-O', 'Mn-O', 'Fe-O']",-22.777012692,14.977913441999998
Pr8Mn4Fe4O24,-307.27279,40.0,-7.68181975,"['Pr-O', 'Mn-O', 'Fe-O']",-22.777012692,15.095192942
Pr8Mg1Mn7O24,-326.58414,40.0,-8.1646035,"['Pr-O', 'Mg-O', 'Mn-O']",-22.044193229999998,13.879589729999998
Pr8Mg2Mn6O24,-321.30245,40.0,-8.03256125,"['Pr-O', 'Mg-O', 'Mn-O']",-22.044193229999998,14.011631979999997
Pr8Mg4Mn4O24,-311.18951,40.0,-7.77973775,"['Pr-O', 'Mg-O', 'Mn-O']",-22.044193229999998,14.264455479999999
Pr8Ni1Mn7O24,-308.74978,40.0,-7.7187445,"['Pr-O', 'Ni-O', 'Mn-O']",-20.917596644999996,13.198852144999996
Pr8Ni2Mn6O24,-303.82494,40.0,-7.5956235,"['Pr-O', 'Ni-O', 'Mn-O']",-20.917596644999996,13.321973144999996
Pr8Ni4Mn4O24,-291.12229,40.0,-7.278057250000001,"['Pr-O', 'Ni-O', 'Mn-O']",-20.917596644999996,13.639539394999996
Pr8Mn8O24,-316.55059,40.0,-7.91376475,"['Pr-O', 'Mn-O']",-16.060172465,8.146407715
Pr6Ni8Ba2O24,-245.78122,40.0,-6.1445305,"['Pr-O', 'Ni-O', 'Ba-O']",-18.974900669999997,12.830370169999997
Pr4Ni8Ba4O24,-231.90195,40.0,-5.79754875,"['Pr-O', 'Ni-O', 'Ba-O']",-18.974900669999997,13.177351919999996
Pr6Ni8Ca2O24,-247.46948,40.0,-6.186737,"['Pr-O', 'Ni-O', 'Ca-O']",-19.500569735,13.313832734999998
Pr4Ni8Ca4O24,-235.56447,40.0,-5.88911175,"['Pr-O', 'Ni-O', 'Ca-O']",-19.500569735,13.611457985
Pr6Ni8O24Dy2,-259.45056,40.0,-6.486264,"['Pr-O', 'Ni-O', 'Dy-O']",-21.470212595,14.983948595
Pr4Ni8O24Dy4,-260.00327,40.0,-6.50008175,"['Pr-O', 'Ni-O', 'Dy-O']",-21.470212595,14.970130845
Pr6Ni8Gd2O24,-303.73023,40.0,-7.59325575,"['Pr-O', 'Ni-O', 'Gd-O']",-25.145849377999998,17.552593627999997
Pr4Ni8Gd4O24,-322.82511,40.0,-8.07062775,"['Pr-O', 'Ni-O', 'Gd-O']",-25.145849377999998,17.075221627999998
Pr6Ni8Ho2O24,-259.41356,40.0,-6.485339000000001,"['Pr-O', 'Ni-O', 'Ho-O']",-21.4845165355,14.9991775355
Pr4Ni8Ho4O24,-259.98093,40.0,-6.49952325,"['Pr-O', 'Ni-O', 'Ho-O']",-21.4845165355,14.9849932855
Pr6Ni8Nd2O24,-259.26374,40.0,-6.4815935,"['Pr-O', 'Ni-O', 'Nd-O']",-21.3066251295,14.8250316295
Pr4Ni8Nd4O24,-259.40072,40.0,-6.485017999999999,"['Pr-O', 'Ni-O', 'Nd-O']",-21.3066251295,14.821607129499998
Pr6Ni8O24Sm2,-259.35044,40.0,-6.483760999999999,"['Pr-O', 'Ni-O', 'Sm-O']",-21.36721223875,14.88345123875
Pr4Ni8O24Sm4,-259.60892,40.0,-6.490223,"['Pr-O', 'Ni-O', 'Sm-O']",-21.36721223875,14.87698923875
Pr6Sr2O24Ni8,-246.61334,40.0,-6.1653335,"['Pr-O', 'Sr-O', 'Ni-O']",-19.113631374999997,12.948297874999998
Pr4Sr4O24Ni8,-233.62733,40.0,-5.84068325,"['Pr-O', 'Sr-O', 'Ni-O']",-19.113631374999997,13.272948124999997
Pr8Ni7Co1O24,-262.51397,40.0,-6.562849249999999,"['Pr-O', 'Ni-O', 'Co-O']",-19.141541489999998,12.578692239999999
Pr8Ni6Co2O24,-265.96042,40.0,-6.6490105,"['Pr-O', 'Ni-O', 'Co-O']",-19.141541489999998,12.492530989999999
Pr8Ni4Co4O24,-270.62879,40.0,-6.76571975,"['Pr-O', 'Ni-O', 'Co-O']",-19.141541489999998,12.37582174
Pr8Cr1O24Ni7,-267.54998,40.0,-6.6887495,"['Pr-O', 'Cr-O', 'Ni-O']",-21.000327523999996,14.311578023999996
Pr8Cr2O24Ni6,-275.37521,40.0,-6.8843802499999995,"['Pr-O', 'Cr-O', 'Ni-O']",-21.000327523999996,14.115947273999996
Pr8Cr4O24Ni4,-292.1134,40.0,-7.302835,"['Pr-O', 'Cr-O', 'Ni-O']",-21.000327523999996,13.697492523999996
Pr8Ni7Fe1O24,-264.28482,40.0,-6.607120500000001,"['Pr-O', 'Ni-O', 'Fe-O']",-19.778168381999997,13.171047881999996
Pr8Ni6Fe2O24,-269.37491,40.0,-6.73437275,"['Pr-O', 'Ni-O', 'Fe-O']",-19.778168381999997,13.043795631999997
Pr8Ni4Fe4O24,-279.48496,40.0,-6.987124,"['Pr-O', 'Ni-O', 'Fe-O']",-19.778168381999997,12.791044381999997
Pr8Ni7Mg1O24,-284.52461,40.0,-7.11311525,"['Pr-O', 'Ni-O', 'Mg-O']",-19.04534892,11.932233669999999
Pr8Ni6Mg2O24,-284.234,40.0,-7.105849999999999,"['Pr-O', 'Ni-O', 'Mg-O']",-19.04534892,11.939498919999998
Pr8Ni4Mg4O24,-283.53535,40.0,-7.08838375,"['Pr-O', 'Ni-O', 'Mg-O']",-19.04534892,11.956965169999998
Pr8Ni7Mn1O24,-267.09005,40.0,-6.67725125,"['Pr-O', 'Ni-O', 'Mn-O']",-20.917596644999996,14.240345394999995
Pr8Ni6Mn2O24,-275.08271,40.0,-6.87706775,"['Pr-O', 'Ni-O', 'Mn-O']",-20.917596644999996,14.040528894999996
Pr8Ni4Mn4O24,-291.12167,40.0,-7.27804175,"['Pr-O', 'Ni-O', 'Mn-O']",-20.917596644999996,13.639554894999996
Pr8Ni8O24,-259.15212,40.0,-6.478803000000001,"['Pr-O', 'Ni-O']",-13.061328154999998,6.582525154999997
Pr6Sc8Ba2O24,-332.09063,40.0,-8.30226575,"['Pr-O', 'Sc-O', 'Ba-O']",-23.175569750499996,14.873304000499996
Pr4Sc8Ba4O24,-319.27043,40.0,-7.981760749999999,"['Pr-O', 'Sc-O', 'Ba-O']",-23.175569750499996,15.193809000499996
Pr6Sc8Ca2O24,-333.19334,40.0,-8.3298335,"['Pr-O', 'Sc-O', 'Ca-O']",-23.7012388155,15.371405315499999
Pr4Sc8Ca4O24,-320.79734,40.0,-8.0199335,"['Pr-O', 'Sc-O', 'Ca-O']",-23.7012388155,15.681305315499998
Pr6Sc8O24Dy2,-345.70069,40.0,-8.642517250000001,"['Pr-O', 'Sc-O', 'Dy-O']",-25.6708816755,17.028364425499998
Pr4Sc8O24Dy4,-346.15321,40.0,-8.65383025,"['Pr-O', 'Sc-O', 'Dy-O']",-25.6708816755,17.0170514255
Pr6Sc8Gd2O24,-364.47275,40.0,-9.111818750000001,"['Pr-O', 'Sc-O', 'Gd-O']",-29.346518458499997,20.234699708499996
Pr4Sc8Gd4O24,-383.58688,40.0,-9.589672,"['Pr-O', 'Sc-O', 'Gd-O']",-29.346518458499997,19.756846458499997
Pr6Sc8Ho2O24,-345.65267,40.0,-8.64131675,"['Pr-O', 'Sc-O', 'Ho-O']",-25.685185616,17.043868865999997
Pr4Sc8Ho4O24,-346.10992,40.0,-8.652747999999999,"['Pr-O', 'Sc-O', 'Ho-O']",-25.685185616,17.032437616
Pr6Sc8Nd2O24,-345.5835,40.0,-8.639587500000001,"['Pr-O', 'Sc-O', 'Nd-O']",-25.507294209999998,16.867706709999997
Pr4Sc8Nd4O24,-345.69913,40.0,-8.64247825,"['Pr-O', 'Sc-O', 'Nd-O']",-25.507294209999998,16.864815959999998
Pr6Sc8O24Sm2,-345.64085,40.0,-8.64102125,"['Pr-O', 'Sc-O', 'Sm-O']",-25.56788131925,16.926860069249997
Pr4Sc8O24Sm4,-345.86078,40.0,-8.6465195,"['Pr-O', 'Sc-O', 'Sm-O']",-25.56788131925,16.92136181925
Pr6Sr2Sc8O24,-332.49443,40.0,-8.31236075,"['Pr-O', 'Sr-O', 'Sc-O']",-23.314300455499996,15.001939705499996
Pr4Sr4Sc8O24,-319.54086,40.0,-7.9885215,"['Pr-O', 'Sr-O', 'Sc-O']",-23.314300455499996,15.325778955499995
Pr8Sc7Co1O24,-337.48981,40.0,-8.43724525,"['Pr-O', 'Sc-O', 'Co-O']",-23.342210570499997,14.904965320499997
Pr8Sc6Co2O24,-329.60096,40.0,-8.240024,"['Pr-O', 'Sc-O', 'Co-O']",-23.342210570499997,15.102186570499997
Pr8Sc4Co4O24,-313.97675,40.0,-7.84941875,"['Pr-O', 'Sc-O', 'Co-O']",-23.342210570499997,15.492791820499997
Pr8Sc7O24Cr1,-342.76557,40.0,-8.569139250000001,"['Pr-O', 'Sc-O', 'Cr-O']",-25.2009966045,16.6318573545
Pr8Sc6O24Cr2,-340.11335,40.0,-8.50283375,"['Pr-O', 'Sc-O', 'Cr-O']",-25.2009966045,16.698162854499998
Pr8Sc4O24Cr4,-334.98242,40.0,-8.3745605,"['Pr-O', 'Sc-O', 'Cr-O']",-25.2009966045,16.826436104499997
Pr8Sc7Fe1O24,-339.66072,40.0,-8.491518000000001,"['Pr-O', 'Sc-O', 'Fe-O']",-23.978837462499996,15.487319462499995
Pr8Sc6Fe2O24,-333.85709,40.0,-8.346427250000001,"['Pr-O', 'Sc-O', 'Fe-O']",-23.978837462499996,15.632410212499995
Pr8Sc4Fe4O24,-322.35534,40.0,-8.0588835,"['Pr-O', 'Sc-O', 'Fe-O']",-23.978837462499996,15.919953962499996
Pr8Sc7Mg1O24,-336.29531,40.0,-8.40738275,"['Pr-O', 'Sc-O', 'Mg-O']",-23.246018000499998,14.838635250499998
Pr8Sc6Mg2O24,-327.02173,40.0,-8.17554325,"['Pr-O', 'Sc-O', 'Mg-O']",-23.246018000499998,15.070474750499997
Pr8Sc4Mg4O24,-308.58894,40.0,-7.7147235,"['Pr-O', 'Sc-O', 'Mg-O']",-23.246018000499998,15.531294500499998
Pr8Sc7Mn1O24,-341.53327,40.0,-8.538331750000001,"['Pr-O', 'Sc-O', 'Mn-O']",-25.118265725499995,16.579933975499994
Pr8Sc6Mn2O24,-337.63292,40.0,-8.440823,"['Pr-O', 'Sc-O', 'Mn-O']",-25.118265725499995,16.677442725499994
Pr8Sc4Mn4O24,-330.1902,40.0,-8.254755,"['Pr-O', 'Sc-O', 'Mn-O']",-25.118265725499995,16.863510725499996
Pr8Sc7O24Ni1,-334.22262,40.0,-8.3555655,"['Pr-O', 'Sc-O', 'Ni-O']",-22.119421415499996,13.763855915499995
Pr8Sc6O24Ni2,-322.94005,40.0,-8.07350125,"['Pr-O', 'Sc-O', 'Ni-O']",-22.119421415499996,14.045920165499997
Pr8Sc4O24Ni4,-300.76809,40.0,-7.519202249999999,"['Pr-O', 'Sc-O', 'Ni-O']",-22.119421415499996,14.600219165499997
Pr8Sc8O24,-345.47191,40.0,-8.63679775,"['Pr-O', 'Sc-O']",-17.261997235499997,8.625199485499998
Pr6Ba2O24Ti8,-339.00488,40.0,-8.475122,"['Pr-O', 'Ba-O', 'Ti-O']",-23.135117836,14.659995835999998
Pr4Ba4O24Ti8,-332.62557,40.0,-8.31563925,"['Pr-O', 'Ba-O', 'Ti-O']",-23.135117836,14.819478585999999
Pr6Ca2O24Ti8,-340.08214,40.0,-8.502053499999999,"['Pr-O', 'Ca-O', 'Ti-O']",-23.660786901,15.158733401000003
Pr4Ca4O24Ti8,-335.10092,40.0,-8.377523,"['Pr-O', 'Ca-O', 'Ti-O']",-23.660786901,15.283263901000002
Pr6Ti8O24Dy2,-344.08898,40.0,-8.6022245,"['Pr-O', 'Ti-O', 'Dy-O']",-25.630429761000002,17.028205261000004
Pr4Ti8O24Dy4,-343.9451,40.0,-8.598627500000001,"['Pr-O', 'Ti-O', 'Dy-O']",-25.630429761000002,17.031802261000003
Pr6Gd2O24Ti8,-363.46809,40.0,-9.08670225,"['Pr-O', 'Gd-O', 'Ti-O']",-29.306066544,20.219364294000002
Pr4Gd4O24Ti8,-382.38877,40.0,-9.55971925,"['Pr-O', 'Gd-O', 'Ti-O']",-29.306066544,19.746347294
Pr6Ho2O24Ti8,-343.98356,40.0,-8.599589,"['Pr-O', 'Ho-O', 'Ti-O']",-25.644733701499998,17.0451447015
Pr4Ho4O24Ti8,-343.76656,40.0,-8.594164000000001,"['Pr-O', 'Ho-O', 'Ti-O']",-25.644733701499998,17.050569701499995
Pr6Nd2O24Ti8,-344.43948,40.0,-8.610987,"['Pr-O', 'Nd-O', 'Ti-O']",-25.4668422955,16.8558552955
Pr4Nd4O24Ti8,-344.47215,40.0,-8.61180375,"['Pr-O', 'Nd-O', 'Ti-O']",-25.4668422955,16.8550385455
Pr6O24Sm2Ti8,-344.29673,40.0,-8.60741825,"['Pr-O', 'Sm-O', 'Ti-O']",-25.52742940475,16.92001115475
Pr4O24Sm4Ti8,-344.28616,40.0,-8.607154,"['Pr-O', 'Sm-O', 'Ti-O']",-25.52742940475,16.92027540475
Pr6Sr2O24Ti8,-339.58103,40.0,-8.48952575,"['Pr-O', 'Sr-O', 'Ti-O']",-23.273848541,14.784322791
Pr4Sr4O24Ti8,-333.97023,40.0,-8.349255750000001,"['Pr-O', 'Sr-O', 'Ti-O']",-23.273848541,14.924592790999998
Pr8Co1O24Ti7,-339.35746,40.0,-8.4839365,"['Pr-O', 'Co-O', 'Ti-O']",-23.301758656,14.817822156
Pr8Co2O24Ti6,-334.16245,40.0,-8.354061249999999,"['Pr-O', 'Co-O', 'Ti-O']",-23.301758656,14.947697406000001
Pr8Co4O24Ti4,-322.12047,40.0,-8.05301175,"['Pr-O', 'Co-O', 'Ti-O']",-23.301758656,15.248746906000001
Pr8Cr1O24Ti7,-342.79126,40.0,-8.569781500000001,"['Pr-O', 'Cr-O', 'Ti-O']",-25.16054469,16.590763189999997
Pr8Cr2O24Ti6,-340.63683,40.0,-8.51592075,"['Pr-O', 'Cr-O', 'Ti-O']",-25.16054469,16.64462394
Pr8Cr4O24Ti4,-335.27985,40.0,-8.38199625,"['Pr-O', 'Cr-O', 'Ti-O']",-25.16054469,16.778548439999998
Pr8Fe1O24Ti7,-340.23188,40.0,-8.505797,"['Pr-O', 'Fe-O', 'Ti-O']",-23.938385548,15.432588548
Pr8Fe2O24Ti6,-336.44395,40.0,-8.411098749999999,"['Pr-O', 'Fe-O', 'Ti-O']",-23.938385548,15.527286798
Pr8Fe4O24Ti4,-326.56598,40.0,-8.1641495,"['Pr-O', 'Fe-O', 'Ti-O']",-23.938385548,15.774236047999999
Pr8Mg1O24Ti7,-339.10094,40.0,-8.4775235,"['Pr-O', 'Mg-O', 'Ti-O']",-23.205566086,14.728042586
Pr8Mg2O24Ti6,-334.13894,40.0,-8.3534735,"['Pr-O', 'Mg-O', 'Ti-O']",-23.205566086,14.852092586000001
Pr8Mg4O24Ti4,-321.81775,40.0,-8.04544375,"['Pr-O', 'Mg-O', 'Ti-O']",-23.205566086,15.160122336
Pr8Mn1O24Ti7,-342.41566,40.0,-8.5603915,"['Pr-O', 'Mn-O', 'Ti-O']",-25.077813811000002,16.517422311000004
Pr8Mn2O24Ti6,-340.93471,40.0,-8.52336775,"['Pr-O', 'Mn-O', 'Ti-O']",-25.077813811000002,16.554446061
Pr8Mn4O24Ti4,-335.58343,40.0,-8.38958575,"['Pr-O', 'Mn-O', 'Ti-O']",-25.077813811000002,16.688228061000004
Pr8Ni1O24Ti7,-336.59811,40.0,-8.414952750000001,"['Pr-O', 'Ni-O', 'Ti-O']",-22.078969501,13.664016750999998
Pr8Ni2O24Ti6,-329.30635,40.0,-8.23265875,"['Pr-O', 'Ni-O', 'Ti-O']",-22.078969501,13.846310750999999
Pr8Ni4O24Ti4,-312.09327,40.0,-7.8023317500000005,"['Pr-O', 'Ni-O', 'Ti-O']",-22.078969501,14.276637750999999
Pr8O24Ti8,-344.43009,40.0,-8.61075225,"['Pr-O', 'Ti-O']",-17.221545321,8.610793071
Pr6Ba2O24V8,-316.06229,40.0,-7.901557250000001,"['Pr-O', 'Ba-O', 'V-O']",-22.14987326525,14.248316015250001
Pr4Ba4O24V8,-306.63091,40.0,-7.6657727499999995,"['Pr-O', 'Ba-O', 'V-O']",-22.14987326525,14.484100515250002
Pr6Ca2O24V8,-317.40603,40.0,-7.93515075,"['Pr-O', 'Ca-O', 'V-O']",-22.67554233025,14.74039158025
Pr4Ca4O24V8,-309.59197,40.0,-7.73979925,"['Pr-O', 'Ca-O', 'V-O']",-22.67554233025,14.935743080249999
Pr6V8O24Dy2,-326.52772,40.0,-8.163193,"['Pr-O', 'V-O', 'Dy-O']",-24.645185190249997,16.481992190249997
Pr4V8O24Dy4,-327.0398,40.0,-8.175995,"['Pr-O', 'V-O', 'Dy-O']",-24.645185190249997,16.469190190249996
