composition,energy,atoms,e_per_atom,oxides,oxide_e_per_atom,e_per_atom-sum(oxide_e_per_atom)
Fe1O24Ba4Zr7Bi4,-309.61763,40.0,-7.74044075,"['Fe-O', 'Ba-O', 'Zr-O', 'Bi-O']",-27.887841741166667,20.147400991166666
Fe1O24Ba7Zr7Cd1,-316.79128,40.0,-7.919782,"['Fe-O', 'Ba-O', 'Zr-O', 'Cd-O']",-26.09135256366667,18.17157056366667
Fe1O24Ba6Zr7Cd2,-310.30425,40.0,-7.75760625,"['Fe-O', 'Ba-O', 'Zr-O', 'Cd-O']",-26.09135256366667,18.333746313666673
Fe1O24Ba4Zr7Cd4,-296.57183,40.0,-7.414295749999999,"['Fe-O', 'Ba-O', 'Zr-O', 'Cd-O']",-26.09135256366667,18.677056813666674
Fe1O24Ba7Zr7Sn1,-321.41886,40.0,-8.0354715,"['Fe-O', 'Ba-O', 'Zr-O', 'Sn-O']",-28.418444390333338,20.38297289033334
Fe1O24Ba6Zr7Sn2,-318.7705,40.0,-7.969262500000001,"['Fe-O', 'Ba-O', 'Zr-O', 'Sn-O']",-28.418444390333338,20.449181890333335
Fe1O24Ba4Zr7Sn4,-312.59284,40.0,-7.814821,"['Fe-O', 'Ba-O', 'Zr-O', 'Sn-O']",-28.418444390333338,20.60362339033334
Co6Ba3Sr4Bi1O24Fe2,-239.87961,40.0,-5.9969902500000005,"['Co-O', 'Ba-O', 'Sr-O', 'Bi-O', 'Fe-O']",-30.515805884499997,24.518815634499997
Co6Ba2Sr4Bi2O24Fe2,-239.2453,40.0,-5.981132499999999,"['Co-O', 'Ba-O', 'Sr-O', 'Bi-O', 'Fe-O']",-30.515805884499997,24.534673384499996
Sr4Co6Bi4O24Fe2,-236.0887,40.0,-5.9022175,"['Sr-O', 'Co-O', 'Bi-O', 'Fe-O']",-24.6022333695,18.7000158695
O24Mn8Ba4Ce4,-301.82516,40.0,-7.545629,"['Mn-O', 'Ba-O', 'Ce-O']",-22.563161037142855,15.017532037142855
Mn8Ba4O24Dy4,-293.16334,40.0,-7.3290835,"['Mn-O', 'Ba-O', 'Dy-O']",-22.178725444999998,14.849641944999998
Mn8Ba4O24Er4,-292.90892,40.0,-7.322723000000001,"['Mn-O', 'Ba-O', 'Er-O']",-22.21033187575,14.88760887575
O24Gd4Ba4Mn8,-330.56751,40.0,-8.264187750000001,"['Gd-O', 'Ba-O', 'Mn-O']",-25.854362228,17.590174477999998
Mn8Ba4O24Ho4,-293.01854,40.0,-7.3254635,"['Mn-O', 'Ba-O', 'Ho-O']",-22.193029385499997,14.867565885499998
Mn8Ba4O24La4,-295.82636,40.0,-7.395659,"['Mn-O', 'Ba-O', 'La-O']",-22.174700153,14.779041153
Mn8Nd4Ba4O24,-293.62207,40.0,-7.34055175,"['Mn-O', 'Nd-O', 'Ba-O']",-22.015137979499997,14.674586229499997
Pr4Mn8Ba4O24,-293.62353,40.0,-7.340588250000001,"['Pr-O', 'Mn-O', 'Ba-O']",-21.97374498,14.63315673
Pr4Mn8Ba4O24,-294.949,40.0,-7.373725,"['Pr-O', 'Mn-O', 'Ba-O']",-21.97374498,14.600019979999999
O24Mn8Ba4Sm4,-293.41818,40.0,-7.3354545,"['Mn-O', 'Ba-O', 'Sm-O']",-22.075725088749998,14.740270588749997
Y4Mn8Ba4O24,-300.63188,40.0,-7.515797000000001,"['Y-O', 'Mn-O', 'Ba-O']",-22.883086993,15.367289992999998
Pr4Mn6Co2Ba4O24,-285.34163,40.0,-7.13354075,"['Pr-O', 'Mn-O', 'Co-O', 'Ba-O']",-28.053958315000003,20.920417565
Pr4O24Mn6Ba4Cu2,-279.35932,40.0,-6.983983,"['Pr-O', 'Mn-O', 'Ba-O', 'Cu-O']",-27.09340067,20.10941767
Pr4Mn6Ba4O24Fe2,-289.49039,40.0,-7.23725975,"['Pr-O', 'Mn-O', 'Ba-O', 'Fe-O']",-28.690585206999998,21.453325457
Pr4Ni2Mn6Ba4O24,-279.05203,40.0,-6.97630075,"['Pr-O', 'Ni-O', 'Mn-O', 'Ba-O']",-26.831169159999995,19.854868409999995
Co5Ba4Sr4Nb1O24Fe2,-255.1225,40.0,-6.3780625,"['Co-O', 'Ba-O', 'Sr-O', 'Nb-O', 'Fe-O']",-34.230621625333335,27.852559125333336
Co5Ba4Sr4O24Fe2Y1,-249.09944,40.0,-6.227486,"['Co-O', 'Ba-O', 'Sr-O', 'Fe-O', 'Y-O']",-33.876175285,27.648689285000003
Co5Ba4Sr4O24Fe2Zr1,-253.50848,40.0,-6.337712,"['Co-O', 'Ba-O', 'Sr-O', 'Fe-O', 'Zr-O']",-34.267481708666665,27.929769708666665
Sr4Co6Ba4O24Fe2,-240.51186,40.0,-6.0127965,"['Sr-O', 'Co-O', 'Ba-O', 'Fe-O']",-24.762929297,18.750132797
Sr4Nb1Ba4O24Fe7,-265.18266,40.0,-6.6295665,"['Sr-O', 'Nb-O', 'Ba-O', 'Fe-O']",-28.15040829033333,21.520841790333332
Sr4Zn2Ba4O24Fe6,-241.61418,40.0,-6.0403545,"['Sr-O', 'Zn-O', 'Ba-O', 'Fe-O']",-23.2330176495,17.1926631495
O24Co3Ba8Zr2Fe3,-267.28715,40.0,-6.68217875,"['Co-O', 'Ba-O', 'Zr-O', 'Fe-O']",-28.215178488666666,21.532999738666668
Co3Ba8O24Fe3Y1Zr1,-263.11717,40.0,-6.5779292499999995,"['Co-O', 'Ba-O', 'Fe-O', 'Y-O', 'Zr-O']",-37.32842447666667,30.75049522666667
Sr4Bi4O24Fe8,-250.06177,40.0,-6.25154425,"['Sr-O', 'Bi-O', 'Fe-O']",-18.522020034500002,12.270475784500002
Gd4Co8Ba4O24,-297.19709,40.0,-7.42992725,"['Gd-O', 'Co-O', 'Ba-O']",-24.078307072999998,16.648379823
Fe8La1Ba6O24Bi1,-257.0161,40.0,-6.4254025,"['Fe-O', 'La-O', 'Ba-O', 'Bi-O']",-26.788148477500002,20.3627459775
Fe8La1Ba5O24Bi2,-255.56538,40.0,-6.3891345,"['Fe-O', 'La-O', 'Ba-O', 'Bi-O']",-26.788148477500002,20.3990139775
Fe8La1Ba3O24Bi4,-252.36857,40.0,-6.30921425,"['Fe-O', 'La-O', 'Ba-O', 'Bi-O']",-26.788148477500002,20.4789342275
Fe8La1Ba6O24Cd1,-251.93826,40.0,-6.2984565,"['Fe-O', 'La-O', 'Ba-O', 'Cd-O']",-24.991659300000002,18.6932028
Fe8La1Ba5O24Cd2,-245.72082,40.0,-6.1430205,"['Fe-O', 'La-O', 'Ba-O', 'Cd-O']",-24.991659300000002,18.848638800000003
Fe8La1Ba3O24Cd4,-233.64091,40.0,-5.84102275,"['Fe-O', 'La-O', 'Ba-O', 'Cd-O']",-24.991659300000002,19.15063655
Fe8La1Ba6O24Sn1,-256.55972,40.0,-6.4139930000000005,"['Fe-O', 'La-O', 'Ba-O', 'Sn-O']",-27.31875112666667,20.904758126666668
Fe8La1Ba5O24Sn2,-253.39665,40.0,-6.33491625,"['Fe-O', 'La-O', 'Ba-O', 'Sn-O']",-27.31875112666667,20.98383487666667
Fe8La1Ba3O24Sn4,-254.87229,40.0,-6.37180725,"['Fe-O', 'La-O', 'Ba-O', 'Sn-O']",-27.31875112666667,20.94694387666667
Fe6Co2Ba6O24La2,-263.22269,40.0,-6.58056725,"['Fe-O', 'Co-O', 'Ba-O', 'La-O']",-27.115485225,20.534917975
Ca3Co2Fe6O24La5,-284.54051,40.0,-7.11351275,"['Ca-O', 'Co-O', 'Fe-O', 'La-O']",-27.641154290000003,20.527641540000005
Sr3Co2Fe6O24La5,-280.73803,40.0,-7.0184507499999995,"['Sr-O', 'Co-O', 'Fe-O', 'La-O']",-27.25421593,20.23576518
Sr3Co6Fe2O24La5,-274.93878,40.0,-6.873469500000001,"['Sr-O', 'Co-O', 'Fe-O', 'La-O']",-27.25421593,20.380746430000002
O24Sr3Fe6Cu2La5,-278.4006,40.0,-6.960015,"['Sr-O', 'Fe-O', 'Cu-O', 'La-O']",-26.293658285,19.333643285
Pr4Co8Ba3O24Bi1,-258.65963,40.0,-6.46649075,"['Pr-O', 'Co-O', 'Ba-O', 'Bi-O']",-25.950566412499995,19.484075662499997
Pr4Co8Ba2O24Bi2,-258.17155,40.0,-6.454288750000001,"['Pr-O', 'Co-O', 'Ba-O', 'Bi-O']",-25.950566412499995,19.496277662499995
Pr4Co8Bi4O24,-257.67906,40.0,-6.4419765,"['Pr-O', 'Co-O', 'Bi-O']",-20.036993897499997,13.595017397499998
Pr4Ni8Ba3O24Cd1,-226.4851,40.0,-5.6621274999999995,"['Pr-O', 'Ni-O', 'Ba-O', 'Cd-O']",-22.931288079999998,17.269160579999998
Pr4Ni8Ba2O24Cd2,-221.52252,40.0,-5.538062999999999,"['Pr-O', 'Ni-O', 'Ba-O', 'Cd-O']",-22.931288079999998,17.39322508
Pr4Ni8O24Cd4,-212.74297,40.0,-5.31857425,"['Pr-O', 'Ni-O', 'Cd-O']",-17.017715565,11.699141314999999
Pr4Ni8Ba3O24Sn1,-232.78978,40.0,-5.8197445000000005,"['Pr-O', 'Ni-O', 'Ba-O', 'Sn-O']",-25.258379906666665,19.438635406666663
Pr4Ni8Ba2O24Sn2,-234.30782,40.0,-5.8576955,"['Pr-O', 'Ni-O', 'Ba-O', 'Sn-O']",-25.258379906666665,19.400684406666663
Pr4Ni8Sn4O24,-239.39194,40.0,-5.9847985,"['Pr-O', 'Ni-O', 'Sn-O']",-19.344807391666667,13.360008891666666
Sr4Co8O24Sm4,-260.85464,40.0,-6.521366,"['Sr-O', 'Co-O', 'Sm-O']",-20.43840063875,13.91703463875
Sr8Co6Fe2O24,-243.2696,40.0,-6.08174,"['Sr-O', 'Co-O', 'Fe-O']",-18.849356782,12.767616782000001
Sr8Nb1Fe7O24,-287.25207,40.0,-7.18130175,"['Sr-O', 'Nb-O', 'Fe-O']",-22.236835775333333,15.055534025333333
Sc2Sr8Co6O24,-268.48558,40.0,-6.712139500000001,"['Sc-O', 'Sr-O', 'Co-O']",-21.1906098155,14.4784703155
Ba3La2Sr3Mn1O24Fe7,-290.31495,40.0,-7.25787375,"['Ba-O', 'La-O', 'Sr-O', 'Mn-O', 'Fe-O']",-34.9438436,27.68596985
Fe6Sr6Cr2O24La2,-271.57026,40.0,-6.7892565000000005,"['Fe-O', 'Sr-O', 'Cr-O', 'La-O']",-29.113001964,22.323745463999998
O24Mn2Ba8Zr1Fe5,-279.67465,40.0,-6.991866249999999,"['Mn-O', 'Ba-O', 'Zr-O', 'Fe-O']",-29.991233643666668,22.999367393666667
Fe6Mn2Ba6O24La2,-269.71923,40.0,-6.742980749999999,"['Fe-O', 'Mn-O', 'Ba-O', 'La-O']",-28.891540380000002,22.14855963
Sr1Mn1Ba7O24Fe7,-253.90376,40.0,-6.347594,"['Sr-O', 'Mn-O', 'Ba-O', 'Fe-O']",-26.538984452,20.191390452
Sr1Mn2Ba7O24Fe6,-256.46506,40.0,-6.4116265,"['Sr-O', 'Mn-O', 'Ba-O', 'Fe-O']",-26.538984452,20.127357952
Nb1Co5Ba8O24Fe2,-253.12287,40.0,-6.32807175,"['Nb-O', 'Co-O', 'Ba-O', 'Fe-O']",-28.178318405333336,21.850246655333336
Cr8Ba8O24,-281.87294,40.0,-7.0468235,"['Cr-O', 'Ba-O']",-13.852571884,6.805748383999999
Ba8O24Ti8,-319.67021,40.0,-7.99175525,"['Ba-O', 'Ti-O']",-14.931213861000002,6.939458611000002
Ba8O24V8,-294.12672,40.0,-7.353167999999999,"['Ba-O', 'V-O']",-13.94596929025,6.592801290250001
Cr8Ca8O24,-287.82798,40.0,-7.195699500000001,"['Cr-O', 'Ca-O']",-14.378240948999998,7.182541448999998
Ca8O24Ti8,-323.21329,40.0,-8.08033225,"['Ca-O', 'Ti-O']",-15.456882926000002,7.376550676000003
Ca8O24V8,-298.64617,40.0,-7.46615425,"['Ca-O', 'V-O']",-14.47163835525,7.005484105250001
Sr8O24Cr8,-283.29869,40.0,-7.0824672500000005,"['Sr-O', 'Cr-O']",-13.991302589,6.9088353389999995
Sr8O24Ti8,-320.68152,40.0,-8.017038,"['Sr-O', 'Ti-O']",-15.069944566,7.052906566000001
Co7Ba8O24Fe1,-238.6036,40.0,-5.96509,"['Co-O', 'Ba-O', 'Fe-O']",-18.710626077,12.745536077
Co6Ba8O24Fe2,-240.79677,40.0,-6.01991925,"['Co-O', 'Ba-O', 'Fe-O']",-18.710626077,12.690706827
Mn1Co7Ba8O24,-241.29254,40.0,-6.0323135,"['Mn-O', 'Co-O', 'Ba-O']",-19.85005434,13.817740839999999
Mn2Co6Ba8O24,-245.02354,40.0,-6.1255885,"['Mn-O', 'Co-O', 'Ba-O']",-19.85005434,13.72446584
Mn4Co4Ba8O24,-252.932,40.0,-6.3233,"['Mn-O', 'Co-O', 'Ba-O']",-19.85005434,13.52675434
Ni1Co7Ba8O24,-233.24756,40.0,-5.831189,"['Ni-O', 'Co-O', 'Ba-O']",-16.85121003,11.02002103
Ni2Co6Ba8O24,-229.34371,40.0,-5.73359275,"['Ni-O', 'Co-O', 'Ba-O']",-16.85121003,11.117617280000001
Ni4Co4Ba8O24,-221.96623,40.0,-5.54915575,"['Ni-O', 'Co-O', 'Ba-O']",-16.85121003,11.30205428
Mn7Co1Ba8O24,-265.15363,40.0,-6.62884075,"['Mn-O', 'Co-O', 'Ba-O']",-19.85005434,13.22121359
Mn6Co2Ba8O24,-260.50157,40.0,-6.512539250000001,"['Mn-O', 'Co-O', 'Ba-O']",-19.85005434,13.33751509
Mn4Co4Ba8O24,-252.97097,40.0,-6.32427425,"['Mn-O', 'Co-O', 'Ba-O']",-19.85005434,13.52578009
Mn7Ba8O24Fe1,-267.28542,40.0,-6.682135499999999,"['Mn-O', 'Ba-O', 'Fe-O']",-20.486681232000002,13.804545732000003
Mn6Ba8O24Fe2,-265.59476,40.0,-6.639869,"['Mn-O', 'Ba-O', 'Fe-O']",-20.486681232000002,13.846812232000001
Ni1Mn7Ba8O24,-261.98729,40.0,-6.549682249999999,"['Ni-O', 'Mn-O', 'Ba-O']",-18.627265185,12.077582934999999
Ni2Mn6Ba8O24,-254.83743,40.0,-6.37093575,"['Ni-O', 'Mn-O', 'Ba-O']",-18.627265185,12.256329434999998
Ni4Mn4Ba8O24,-238.25821,40.0,-5.956455249999999,"['Ni-O', 'Mn-O', 'Ba-O']",-18.627265185,12.670809935
Ni7Co1Ba8O24,-210.62816,40.0,-5.265704,"['Ni-O', 'Co-O', 'Ba-O']",-16.85121003,11.585506030000001
Ni6Co2Ba8O24,-214.20721,40.0,-5.35518025,"['Ni-O', 'Co-O', 'Ba-O']",-16.85121003,11.49602978
Ni4Co4Ba8O24,-221.33497,40.0,-5.53337425,"['Ni-O', 'Co-O', 'Ba-O']",-16.85121003,11.317835780000001
Ni7Ba8O24Fe1,-212.90948,40.0,-5.322737,"['Ni-O', 'Ba-O', 'Fe-O']",-17.487836922,12.165099922
Ni6Ba8O24Fe2,-218.41397,40.0,-5.46034925,"['Ni-O', 'Ba-O', 'Fe-O']",-17.487836922,12.027487672
Ni7Mn1Ba8O24,-213.67542,40.0,-5.3418855,"['Ni-O', 'Mn-O', 'Ba-O']",-18.627265185,13.285379684999999
Ni6Mn2Ba8O24,-223.51727,40.0,-5.58793175,"['Ni-O', 'Mn-O', 'Ba-O']",-18.627265185,13.039333435
Ni4Mn4Ba8O24,-238.43751,40.0,-5.96093775,"['Ni-O', 'Mn-O', 'Ba-O']",-18.627265185,12.666327435
Ca8Co7Fe1O24,-240.32079,40.0,-6.00801975,"['Ca-O', 'Co-O', 'Fe-O']",-19.236295142000003,13.228275392000004
Ca8Co6Fe2O24,-241.94243,40.0,-6.04856075,"['Ca-O', 'Co-O', 'Fe-O']",-19.236295142000003,13.187734392000003
Ca8Mn1Co7O24,-244.91697,40.0,-6.12292425,"['Ca-O', 'Mn-O', 'Co-O']",-20.375723405,14.252799154999998
Ca8Mn2Co6O24,-247.18011,40.0,-6.17950275,"['Ca-O', 'Mn-O', 'Co-O']",-20.375723405,14.196220654999998
Ca8Mn4Co4O24,-255.75826,40.0,-6.3939565,"['Ca-O', 'Mn-O', 'Co-O']",-20.375723405,13.981766904999999
Ni1Ca8Co7O24,-235.15719,40.0,-5.87892975,"['Ni-O', 'Ca-O', 'Co-O']",-17.376879095,11.497949344999999
Ni2Ca8Co6O24,-231.46292,40.0,-5.786573,"['Ni-O', 'Ca-O', 'Co-O']",-17.376879095,11.590306094999999
Ni4Ca8Co4O24,-224.16021,40.0,-5.60400525,"['Ni-O', 'Ca-O', 'Co-O']",-17.376879095,11.772873845
Ca8Mn7Co1O24,-267.68527,40.0,-6.69213175,"['Ca-O', 'Mn-O', 'Co-O']",-20.375723405,13.683591654999999
Ca8Mn6Co2O24,-264.29926,40.0,-6.6074815000000005,"['Ca-O', 'Mn-O', 'Co-O']",-20.375723405,13.768241904999998
Ca8Mn4Co4O24,-255.88044,40.0,-6.397011,"['Ca-O', 'Mn-O', 'Co-O']",-20.375723405,13.978712405
Ca8Mn7Fe1O24,-270.5066,40.0,-6.762665,"['Ca-O', 'Mn-O', 'Fe-O']",-21.012350296999998,14.249685296999997
Ca8Mn6Fe2O24,-268.15666,40.0,-6.7039165,"['Ca-O', 'Mn-O', 'Fe-O']",-21.012350296999998,14.308433796999998
Ni1Ca8Mn7O24,-264.95837,40.0,-6.62395925,"['Ni-O', 'Ca-O', 'Mn-O']",-19.15293425,12.528975
Ni2Ca8Mn6O24,-257.12333,40.0,-6.42808325,"['Ni-O', 'Ca-O', 'Mn-O']",-19.15293425,12.724851000000001
Ni4Ca8Mn4O24,-241.11274,40.0,-6.0278185,"['Ni-O', 'Ca-O', 'Mn-O']",-19.15293425,13.12511575
Ni7Ca8Co1O24,-212.59103,40.0,-5.31477575,"['Ni-O', 'Ca-O', 'Co-O']",-17.376879095,12.062103345
Ni6Ca8Co2O24,-215.89001,40.0,-5.39725025,"['Ni-O', 'Ca-O', 'Co-O']",-17.376879095,11.979628845
Ni4Ca8Co4O24,-224.0948,40.0,-5.60237,"['Ni-O', 'Ca-O', 'Co-O']",-17.376879095,11.774509094999999
Ni7Ca8Fe1O24,-214.88146,40.0,-5.3720365,"['Ni-O', 'Ca-O', 'Fe-O']",-18.013505987000002,12.641469487000002
Ni6Ca8Fe2O24,-220.34726,40.0,-5.5086815,"['Ni-O', 'Ca-O', 'Fe-O']",-18.013505987000002,12.504824487000002
Ni7Ca8Mn1O24,-217.20347,40.0,-5.43008675,"['Ni-O', 'Ca-O', 'Mn-O']",-19.15293425,13.7228475
Ni6Ca8Mn2O24,-225.17307,40.0,-5.62932675,"['Ni-O', 'Ca-O', 'Mn-O']",-19.15293425,13.5236075
Ni4Ca8Mn4O24,-241.09871,40.0,-6.0274677500000005,"['Ni-O', 'Ca-O', 'Mn-O']",-19.15293425,13.125466500000002
Sr8Co7Fe1O24,-239.69993,40.0,-5.99249825,"['Sr-O', 'Co-O', 'Fe-O']",-18.849356782,12.856858532
Sr8Co6Fe2O24,-241.43858,40.0,-6.0359645,"['Sr-O', 'Co-O', 'Fe-O']",-18.849356782,12.813392282
Sr8Mn1Co7O24,-242.10551,40.0,-6.052637750000001,"['Sr-O', 'Mn-O', 'Co-O']",-19.988785045,13.936147295
Sr8Mn2Co6O24,-245.85837,40.0,-6.14645925,"['Sr-O', 'Mn-O', 'Co-O']",-19.988785045,13.842325795
Sr8Mn4Co4O24,-254.83589,40.0,-6.3708972500000005,"['Sr-O', 'Mn-O', 'Co-O']",-19.988785045,13.617887795
Sr8Co7O24Ni1,-234.1224,40.0,-5.85306,"['Sr-O', 'Co-O', 'Ni-O']",-16.989940735,11.136880735000002
Sr8Co6O24Ni2,-230.60362,40.0,-5.7650905,"['Sr-O', 'Co-O', 'Ni-O']",-16.989940735,11.224850235000002
Sr8Co4O24Ni4,-223.14081,40.0,-5.5785202499999995,"['Sr-O', 'Co-O', 'Ni-O']",-16.989940735,11.411420485
Sr8Mn7Co1O24,-266.63066,40.0,-6.665766499999999,"['Sr-O', 'Mn-O', 'Co-O']",-19.988785045,13.323018545
Sr8Mn6Co2O24,-263.11972,40.0,-6.577992999999999,"['Sr-O', 'Mn-O', 'Co-O']",-19.988785045,13.410792045
Sr8Mn4Co4O24,-254.76496,40.0,-6.369124,"['Sr-O', 'Mn-O', 'Co-O']",-19.988785045,13.619661045
Sr8Mn7Fe1O24,-268.14614,40.0,-6.7036535,"['Sr-O', 'Mn-O', 'Fe-O']",-20.625411937000003,13.921758437000003
Sr8Mn6Fe2O24,-267.12994,40.0,-6.6782485,"['Sr-O', 'Mn-O', 'Fe-O']",-20.625411937000003,13.947163437000004
Sr8Mn7O24Ni1,-263.85743,40.0,-6.59643575,"['Sr-O', 'Mn-O', 'Ni-O']",-18.76599589,12.169560139999998
Sr8Mn6O24Ni2,-256.09143,40.0,-6.40228575,"['Sr-O', 'Mn-O', 'Ni-O']",-18.76599589,12.363710139999998
Sr8Mn4O24Ni4,-240.62342,40.0,-6.0155855,"['Sr-O', 'Mn-O', 'Ni-O']",-18.76599589,12.750410389999999
Sr8Co1O24Ni7,-211.6495,40.0,-5.291237499999999,"['Sr-O', 'Co-O', 'Ni-O']",-16.989940735,11.698703235000002
Sr8Co2O24Ni6,-214.93966,40.0,-5.3734915,"['Sr-O', 'Co-O', 'Ni-O']",-16.989940735,11.616449235000001
Sr8Co4O24Ni4,-223.04659,40.0,-5.57616475,"['Sr-O', 'Co-O', 'Ni-O']",-16.989940735,11.413775985000001
Sr8Fe1O24Ni7,-213.91456,40.0,-5.3478639999999995,"['Sr-O', 'Fe-O', 'Ni-O']",-17.626567627,12.278703627
Sr8Fe2O24Ni6,-219.40436,40.0,-5.485109,"['Sr-O', 'Fe-O', 'Ni-O']",-17.626567627,12.141458627
Sr8Mn1O24Ni7,-216.23121,40.0,-5.40578025,"['Sr-O', 'Mn-O', 'Ni-O']",-18.76599589,13.36021564
Sr8Mn2O24Ni6,-224.32155,40.0,-5.60803875,"['Sr-O', 'Mn-O', 'Ni-O']",-18.76599589,13.157957139999999
Sr8Mn4O24Ni4,-240.47974,40.0,-6.0119935,"['Sr-O', 'Mn-O', 'Ni-O']",-18.76599589,12.75400239
Ca4Co7Ba4O24Fe1,-238.11099,40.0,-5.95277475,"['Ca-O', 'Co-O', 'Ba-O', 'Fe-O']",-25.149867657,19.197092907000002
Fe1Co7Ba4O24La4,-262.96665,40.0,-6.57416625,"['Fe-O', 'Co-O', 'Ba-O', 'La-O']",-27.115485225,20.541318975
Pr4Co7Ba4O24Fe1,-260.28468,40.0,-6.507116999999999,"['Pr-O', 'Co-O', 'Ba-O', 'Fe-O']",-26.914530051999996,20.407413051999995
Sr4Co7Ba4O24Fe1,-238.45947,40.0,-5.961486750000001,"['Sr-O', 'Co-O', 'Ba-O', 'Fe-O']",-24.762929297,18.801442547
Y4Co7Ba4O24Fe1,-268.26763,40.0,-6.70669075,"['Y-O', 'Co-O', 'Ba-O', 'Fe-O']",-27.823872064999996,21.117181314999996
Ca4Co6Ba4O24Fe2,-240.29999,40.0,-6.00749975,"['Ca-O', 'Co-O', 'Ba-O', 'Fe-O']",-25.149867657,19.142367907
Fe2Co6Ba4O24La4,-264.89379,40.0,-6.622344750000001,"['Fe-O', 'Co-O', 'Ba-O', 'La-O']",-27.115485225,20.493140475
Pr4Co6Ba4O24Fe2,-262.2941,40.0,-6.5573525,"['Pr-O', 'Co-O', 'Ba-O', 'Fe-O']",-26.914530051999996,20.357177551999996
Sr4Co6Ba4O24Fe2,-240.73789,40.0,-6.0184472499999995,"['Sr-O', 'Co-O', 'Ba-O', 'Fe-O']",-24.762929297,18.744482046999998
Y4Co6Ba4O24Fe2,-270.64752,40.0,-6.766188,"['Y-O', 'Co-O', 'Ba-O', 'Fe-O']",-27.823872064999996,21.057684064999997
Ca4Mn1Co7Ba4O24,-240.80907,40.0,-6.02022675,"['Ca-O', 'Mn-O', 'Co-O', 'Ba-O']",-26.28929592,20.26906917
Mn1Co7Ba4O24La4,-265.54422,40.0,-6.6386055,"['Mn-O', 'Co-O', 'Ba-O', 'La-O']",-28.254913488,21.616307988
Pr4Mn1Co7Ba4O24,-262.86347,40.0,-6.57158675,"['Pr-O', 'Mn-O', 'Co-O', 'Ba-O']",-28.053958315000003,21.482371565
Sr4Mn1Co7Ba4O24,-241.1096,40.0,-6.02774,"['Sr-O', 'Mn-O', 'Co-O', 'Ba-O']",-25.90235756,19.874617559999997
Y4Mn1Co7Ba4O24,-267.17005,40.0,-6.67925125,"['Y-O', 'Mn-O', 'Co-O', 'Ba-O']",-28.963300328000003,22.284049078000002
Ca4Mn2Co6Ba4O24,-245.05447,40.0,-6.12636175,"['Ca-O', 'Mn-O', 'Co-O', 'Ba-O']",-26.28929592,20.16293417
Mn2Co6Ba4O24La4,-269.85031,40.0,-6.74625775,"['Mn-O', 'Co-O', 'Ba-O', 'La-O']",-28.254913488,21.508655738
Pr4Mn2Co6Ba4O24,-267.17198,40.0,-6.679299500000001,"['Pr-O', 'Mn-O', 'Co-O', 'Ba-O']",-28.053958315000003,21.374658815000004
Sr4Mn2Co6Ba4O24,-245.31411,40.0,-6.13285275,"['Sr-O', 'Mn-O', 'Co-O', 'Ba-O']",-25.90235756,19.76950481
Y4Mn2Co6Ba4O24,-275.17837,40.0,-6.879459249999999,"['Y-O', 'Mn-O', 'Co-O', 'Ba-O']",-28.963300328000003,22.083841078000003
Ca4Mn4Co4Ba4O24,-253.48473,40.0,-6.3371182500000005,"['Ca-O', 'Mn-O', 'Co-O', 'Ba-O']",-26.28929592,19.95217767
Mn4Co4Ba4O24La4,-278.76056,40.0,-6.969014,"['Mn-O', 'Co-O', 'Ba-O', 'La-O']",-28.254913488,21.285899488
Pr4Mn4Co4Ba4O24,-276.50708,40.0,-6.9126769999999995,"['Pr-O', 'Mn-O', 'Co-O', 'Ba-O']",-28.053958315000003,21.141281315000004
Sr4Mn4Co4Ba4O24,-253.54144,40.0,-6.3385359999999995,"['Sr-O', 'Mn-O', 'Co-O', 'Ba-O']",-25.90235756,19.56382156
Y4Mn4Co4Ba4O24,-283.41781,40.0,-7.085445249999999,"['Y-O', 'Mn-O', 'Co-O', 'Ba-O']",-28.963300328000003,21.877855078000003
Ni1Ca4Co7Ba4O24,-232.74269,40.0,-5.81856725,"['Ni-O', 'Ca-O', 'Co-O', 'Ba-O']",-23.290451609999998,17.471884359999997
Ni1Co7Ba4O24La4,-258.01524,40.0,-6.450381,"['Ni-O', 'Co-O', 'Ba-O', 'La-O']",-25.256069178,18.805688178
Pr4Ni1Co7Ba4O24,-255.41771,40.0,-6.38544275,"['Pr-O', 'Ni-O', 'Co-O', 'Ba-O']",-25.055114005,18.669671255
Sr4Co7Ba4O24Ni1,-232.97372,40.0,-5.824343,"['Sr-O', 'Co-O', 'Ba-O', 'Ni-O']",-22.90351325,17.07917025
Y4Ni1Co7Ba4O24,-259.67623,40.0,-6.491905749999999,"['Y-O', 'Ni-O', 'Co-O', 'Ba-O']",-25.964456018,19.472550268
Ni2Ca4Co6Ba4O24,-229.50242,40.0,-5.7375605,"['Ni-O', 'Ca-O', 'Co-O', 'Ba-O']",-23.290451609999998,17.552891109999997
Ni2Co6Ba4O24La4,-254.33687,40.0,-6.35842175,"['Ni-O', 'Co-O', 'Ba-O', 'La-O']",-25.256069178,18.897647428
Pr4Ni2Co6Ba4O24,-251.80225,40.0,-6.29505625,"['Pr-O', 'Ni-O', 'Co-O', 'Ba-O']",-25.055114005,18.760057755
Sr4Co6Ba4O24Ni2,-229.75237,40.0,-5.74380925,"['Sr-O', 'Co-O', 'Ba-O', 'Ni-O']",-22.90351325,17.159703999999998
